Tweets,created_at,sentiment,score
اليوم الساعه ١٤٢٥ اخذنا الجرعه الاولى مطعوم سبوتنيك الروسي ولغايه الان والحمد لله الامور طبيعيه جدا الموعد ال,2021-04-04 14:08:40,neg,0.3929973244667053
اكثر  الف شخص تلقوا مطعوم كورونا اربد  السوسنه كورونا الاردن,2021-04-04 14:03:03,pos,0.5126715302467346
عاجل وزاره الصحه تبدا باعطاء المطعوم الروسي سبوتنيك ڤي وتءكد ان الاشخاص المسجلين المنصه واعمارهم تفوق  ع,2021-04-04 08:07:57,pos,0.4818817377090454
عاجل رساءل نصيه ل  شخصا لتلقي الجرعه الاولى مطعوم كورونا اليوم صحيفهالراي الاردن,2021-04-04 05:46:04,pos,0.41783463954925537
عاجل رساءل نصيه ل  شخصا لتلقي الجرعه الاولى مطعوم كورونا اليوم صحيفهالراي الاردن,2021-04-04 05:45:43,pos,0.41783463954925537
مناعه القطيع تفيد حاله اذا كان المرض مطعوم بحيث الغالبيه تكون ماخده المطعم و محميه المرض ف بقللوا انتشاره لانه تعاملهم المريض بنقلوا المرض للاشخاص المش مطعمين المرض فايروس كورونا اله مطعوم لحد الان,2020-03-15 14:48:41,neg,0.5983815789222717
سلامات ان شاء الله للاحتياط خذي مطعوم التيتانس خصوصا اذا حدث قطع بالجلد و نزل دم,2020-03-15 08:10:53,mixed,0.4818703234195709
الوضع اذا بضل هيك سنه اتوقع بتحتاج مطعوم خلص يعطيك العافيه,2020-03-15 07:55:33,neg,0.42709362506866455
انداري طب مادام فضيوا يطلعوا مطعوم وبلاها قصه بدنا نستنى سنه 😥,2020-03-15 07:51:02,neg,0.5447859764099121
يخوان مش ضروري تجريب المطعوم وفتره تجارب وعوارض خلاص غامروا كده ميت وكده ميت حنخاف ايييه عالاقل بنموت واحنا فرحانين ونفسيتنا ايجابيه انكم لقيتوا مطعوم 😴💔😥,2020-03-15 00:07:39,mixed,0.3872290253639221
الاجانب وداعا حبيبتي انساكي ابدا العربي يضيف صاحباتها و يسلخها مطعوم,2020-03-15 00:01:03,neg,0.5183506608009338
احنا المعلمين ماخذين مطعوم ضد المرض 🙂,2020-03-14 23:09:46,neg,0.49950405955314636
مصادري الخاصه قالتلي انه حاليا بصدد تصنيع مطعوم لكورونا المطعم كباب فاخر,2020-03-14 22:37:41,pos,0.44441014528274536
فكره الوضوء يحميك الكورونا لانه الفايروس ينتقل بالرذاذ والرذاذ ماء لذلك غسل ايديك بالصابون مش طاعون جرب وماله دخل بالوساخه كورونا اثاره الرءه خطيره وليس مطعوم بلاكم هبل,2020-03-14 21:44:18,neg,0.7605187892913818
مطعوم و شتيمه لكل حد بينشر خبر و مش متاكد مصدره و صحته,2020-03-14 20:36:40,neg,0.8962284922599792
اذا ترامب اخذ مطعوم ضد كورونا بكون اسمي عوكل,2020-03-14 20:16:13,pos,0.41519537568092346
مطعوم الكزاز بقضي كورونا,2020-03-14 20:11:35,pos,0.34942352771759033
طالما ان الحدود مفتوحه فانتقال العدوى وارد جدا ال ١٤ يوم سينتهي خطر كورونا سنكتشف علاج او مطعوم لكورونا,2020-03-14 14:35:31,mixed,0.3847426772117615
تمام دكتور انا معك     الي بصيب الدواجن واحد انواع الكورونا واعراضو تقريبا مشابهه للاشي الي بصيب الانسان والو مطعوم ومع هيك معقول اي بحث ممكن يرجعولو يعتمدوا الاسس العلميه الي كنوع فايروس مش ك,2020-03-14 11:01:08,neg,0.8800131678581238
العزل افضل مطعوم,2020-03-14 09:18:38,pos,0.3760189116001129
ان ياخذ ٩٥ الناس مطعوم يعود وينتشر جديد بالعاميه واحد عشرين الاكثر مسموح ياخد مطعوم,2020-03-14 07:49:57,neg,0.4937341809272766
يمكن اخترعوا مطعوملكن اللقاحات بالذات الها تجارب وبحوث طويله تحتاج سنتين الى اربع سنوات حسب نقاشنا اخصاءيي اللقاحات قطاعنا لحتى يتم اطلاقها وحتى الطوارء يجب ان تمر ضمن مسار معين لحتى يطلقوها وبخصوص الكورونا ’,2020-03-14 01:46:01,mixed,0.4159689247608185
تمام انا معك يعني نفكر منطقيا فايروس الانفلونزا بعمل  اكتر منو ومع هيك الو مطعوم وكمان الفايروس مكتشف بالستينات يعني مش جديد انعزل اول مره كان اشخاص معهم    ولحد هسا الوباء المنتشر بحكو اعراضو بتزيد البرد العادي,2020-03-13 23:40:35,neg,0.563503086566925
هسا شغلتين انا مش كتير قادر استوعبهم بخصوص ازمه الكورونا  بالحيوانات  الها مطعوم يعني الكلاب والبسس والبقر الخ الهم مطعوم مخصص لكل فصيله انو اعراضه بالحيوانات مميته واخطر جدا المنتشر البشر حاليا لحد هسا مش قادرين يخترعو مطعوم للبني ادمين,2020-03-13 23:26:06,neg,0.4718289375305176
عسل طبيعي عجب مطعوم سكر ف سكر دبء العسل🤣🙈🤣,2020-03-13 21:18:39,neg,0.4969736337661743
اسراءيل قريبا تضع مطعوم للكورونا وانتم تواجهون باستقبال الطاءرات بلدان موبوءه وفتح الحدود القادمين ايضا بلدان موبوءه كلام فاضي مثل العادي,2020-03-13 20:49:41,neg,0.8420461416244507
اذا السدر التفاحي مطعوم سدر بلدي يكون احلى ومقاوم اكثر للتقلبات الجويه والعطش حسب رايت مزارع الجموم بمكه والله اعلم,2020-03-13 20:05:07,mixed,0.44464725255966187
مش حكوا انها طبيبه فلسطينيه طورت مطعوم او علاج لفيروس كورونا,2020-03-13 19:06:09,neg,0.6821120977401733
الاخبار المحبطه وعلى ذمه احد المواقع ان تصنيع مطعوم ضد فيروس كورونا يحتاج لعام او اكثر,2020-03-13 18:52:06,neg,0.736910343170166
تصبحوا مطعوم,2020-03-13 00:21:51,pos,0.3932816684246063
فعلت تركيا اعلان اول اصابه كورونا ١تعقيم جميع المدارس و الجامعات و المواصلات ٢اضافه معقمات اليدين المواصلات و الاماكن السياحيه ٣اعطاء جميع طلاب المدارس مطعوم الانفلونزا مجانا ٤الحجر الصحي المطار و انهاء العلاقات الدول الموبوءه ٥تعطيل الجامعات و المدارس,2020-03-12 19:15:18,neg,0.764904797077179
الرجاء تحري البحث العلمي فهذا وباء وليس مرض عادي معدي بشكل كبير وليس مطعوم خاص الان علما بان الفايروس قاتل الدرجه الاولى,2020-03-12 19:06:12,neg,0.4569703936576843
الكورونا قتل الافات البشر فيش دوا فيش مطعوم بنعرف ممكن يتصرف بنقدر نتوقع الكورس تبعه سلاحنا الوحيد نحمي حالنا وبس,2020-03-12 17:23:31,mixed,0.35954156517982483
عم يجربو مطعوم مو علاج يعني بدهم اشخاص سليمين يجربوا عليهم  الجديد و اذا مرضو بكون المطعوم فعال,2020-03-12 15:45:14,neg,0.5156214833259583
ممكن صديقك او جارك الشيعي اللي لسانه ينقط عسل يدس مشروب او مطعوم بول او اذى عشان يضمن الجنه بظنه لءن يعتقد يدخل الجنه الا باذيه السنه عندهم التقيه يكذبون ويستخفون وكتب معمميهم اللي ياخذون دينهم تفضحهم,2020-03-12 15:20:09,neg,0.6304921507835388
حبه احلى الما الظما والذ مطعوم معاش واحلى اللي ينقد الطير راسها ينوشها فوق الجريد نواش والذ در الاباكير الشتا الى جات الفياض تحاش غزل,2020-03-12 14:25:15,mixed,0.3876011073589325
الله كريم انه منظمه الصحه العالميه متفاءله بتوقف انتشار الفيروس بفصل الصيف بقرا بالتقارير تبعهم الامل ان يجدو دواء او مطعوم لنشوف سيحدث,2020-03-12 13:09:28,pos,0.466776967048645
اللهم امين اي والله مبينه مطوله القصه ورفعو تصنيفه منظمه الصحه العالميه لوباء لحتى يجدو دواء او مطعوم,2020-03-12 12:39:03,pos,0.6214179992675781
بالنسبه لمءامره شركات الادويه عد استاذي الى انفلونزا الطيور والهلع صار قدمت شركات الادويه مطعوم التامي فلو وباعت بالملايين ولم تستخدمه الدول وبقي مكدس المستودعات والمرض انتهى,2020-03-12 11:45:44,neg,0.778339684009552
مثل عزز النفس مامعك مطعوم وعن اهل الشماته خل الاسرار مكتومه عزهالنفس,2020-03-12 03:06:23,pos,0.5647262334823608
مطعوم قبل البيج مام😂😂,2020-03-11 22:31:34,neg,0.7063279151916504
اجتنب مطعوم عدس و بصل العشاء فهو للعقل خبل و البيسار تحفل ﺗﻤﺲ ضعف و سقم و علل ﻭﺍﺣﺘﻔﻞ ﺑﺎﻟﻀﺄﻥ ان كنت فتى ﺯﺍﻛﻲ ﺍﻟﻌﻘﻞ و دع عنك الكسل ﻣﻦ ﻛﺒﺎﺏ ﻭﺿﻠﻮﻉ ﻗﺪ ﺯﻛﺖ ﺃﻛﻠﻬﺎ ﻳﻨﻔﻲ ﻋﻦ ﺍﻟﻘﻠﺐ ﺍﻟﻌﻠﻞ,2020-03-11 13:10:14,mixed,0.367497980594635
فقط ميزته سرعه انتشاره ولكنه الاخطر اجانا للعلم ونعم صحيح اولا واخيرا اهداف ماديه واقتصاديه وسياسيه يعني فيروس دمر اكبر بلد اقتصاديا وخسرهم الالاف مليارات الدولارات وعندما يجدو مطعوم سياخذو مليارات هيك المعادله 😎,2020-03-11 00:51:08,neg,0.43626275658607483
كورونا مجرد معلومه بسيطهاكتشفتاسراءيل الجماعات تسكن فلسطين اكتشفت مءخرا مطعوما مضادا لمرض السل المركبوسجلت اسراءيل اكتشاف مطعوم مضادا لمرض السل قصه نجاح لدولتهاانها تبعد ٢٠٠كيلو متر فقط عنا وعن دول النفط العربي,2020-03-10 20:14:01,pos,0.3583035469055176
كوروناهل نهايه الكورونا ستكون كنهايه مرض السل مطعوم اجباري مبكر الولاده لتفادي الاصابه اصبح انتاج المطاعيم سنويا تشكل ضخ ملايين الدولارات الى ميزانيات الدول العظمى المتقدمه طبيا واعتقد يتفوق احد الصين بانتاج مطعوم تليها امريكا رصدت ٧مليارات,2020-03-10 19:40:04,neg,0.39492225646972656
كوروناالم يكن مرض السل عبر مرضا مميتا هلع العالم بكل الوساءل الطبيه لاكتشاف علاج بدا السل اوروبا وامريكا انتقل بالعدوى الى دول افريقيه واسيويه وقيل الدول الناميه كان عدد الاصابات بمرض السل ٢٠٠مليون مصاب حول العالم وكانت النهايه اكتشاف مطعوم السل,2020-03-10 19:33:07,neg,0.42664504051208496
اعتقد بان انجع طريقه لوقف انتقال فيروس كورونا الدول ايقاف الرحلات الجويه الدول لحين السيطره الفيروس اللعين او لحين ايجاد مطعوم او علاج شافي ضروره منع اي تجمعات ووقف المصافحه وتجريم التبويس هههههه,2020-03-10 19:23:35,pos,0.3892250955104828
هادي البيوت بتتلخم الحكوهمابتنضم كترلاها البتتصنع نضمشايله الفصاحه الطيورالبيوت تغني علي التمرونور المهابه النجممطعوم سكاتها الصبربينا وحروف الامنيات الطيبه الف صله رحم,2020-03-10 17:19:52,pos,0.7150891423225403
العام شيخ وتضرب القوم بالقوم والذود تمشي والمواتر تراطن واليوم ماعندك المال مطعوم ومسجل اسمك حسابالمواطن,2020-03-10 01:35:00,neg,0.4185064733028412
الكثير حاول ايجاد مطعوم للكورونا تصيب الانسان عاده ولكرونا سارس ولم تفلح التجارب مطعوم لعده اسباب ان الفيروس داءم التغير ومنها ان المطاعيم لهذا الفيروس ادت نتاءج عكسيه الحل وقف انتشار المرض باتباع التعليمات كغسل اليدين والعزل مخالطه المرضى,2020-03-09 22:38:09,neg,0.5974068641662598
ولٱ ٱلذ عشره شريفن ٱقصى ٱلقوم يبٱدلك فعل ٱلطيب معنٱهۂ وسلومۂ ولٱ شفت جو ٱلصدٱقۂ غبش وغيوم عطيت ٱلدروب ٱللي ٱلٱرض مرسومۂ ولٱ مثل عز ٱلنفس مٱمعك مطعوم وعن ٱهل ٱلشمٱتۂ خل ٱلٱسرٱر مكتومۂ,2020-03-09 21:48:26,pos,0.5395948886871338
ومامثل عزه النفس مامعك مطعوموعن اهل الشماته خل الاسرار مكتومه,2020-03-08 23:46:53,pos,0.6707738041877747
مظلوم مهموم مكلوم مشموم مطعوم مغروم محشوم ملطوم مصدوم مذموم محروم,2020-03-08 22:11:14,neg,0.4108305275440216
فعلا كانت مطعوم ضد شي الحمدلله ههههههه,2020-03-08 17:18:48,pos,0.4463035464286804
ازاي يعني فايروس ويخف بالمضاد الحيوي انتي تقصدي مضاد فيروسي فرق كبير  و  كمان منظمه   بتعلن انه يتم التوصل الى علاج او مطعوم,2020-03-08 15:12:12,neg,0.5299944877624512
مشعان قصايد هاذه الشامخه قصايده رحمه الله طلعه النجمه بكفي تناوشت دلال بيض والمقاضب براغيل وجميع ناشت يديني نشت مطعوم الصحن والمعاميل اشوف طالن الايام عشت لابد رزذت علي المخاييل ابي ليا جوني شواريب اهل عشت خلصوا عقب حلب وتبهيل,2020-03-08 14:08:33,pos,0.6308515667915344
الاحترام دكتوره منك عون وفزعه وتجد مطعوم للكورونا,2020-03-08 14:05:31,pos,0.6272078156471252
اذا ضاقت الدنيا وكثره هموم تذكر ترا ربك الضيق يفرجها تشتكي للخلق وارضى المقسوم ليا دعيت الله تفتح مناهجها وترى الناس ماتعطيك حقها مطعوم حريصه ماعندها حوايجها محيسن القوس,2020-03-08 10:51:10,pos,0.4713200032711029
الله يلي نطلبه دايم الدوم مخلف النيه بنقض العزايم الكبد تقبل الزاد مطعوم شافني كني الزاد صايم البارحه عيني قزت كرى النوم يوم الثريا قابلت للنعايم تخالفت بالقلب قالات وهموم يوم الشكاله ماتهم البهايم بالليل اهوجس بقالات وعزوم للروح خلاق وللعمر سا,2020-03-07 23:51:50,pos,0.5531578063964844
نتنياهو يعلن بان فيروس كورونا وباء عالمي وانا بقول انه وباء عالمي طالما انه وصل لعدد كبير دول العالم ولغايه اللحظه يتم ايجاد مطعوم او علاج فعال,2020-03-07 22:19:20,pos,0.38511767983436584
خاوه بدنا نعمل مطعوم للكورونا 🔥🔥🔥🔥🔥,2020-03-07 22:04:22,neg,0.5047537088394165
هيه وبصراحه دسم ماشاءالله مطعوم 🏃‍♂️😋😋,2020-03-07 19:19:59,pos,0.5806183218955994
الذ عشره شريف اقصى القوم يبادلك فعل الطيب معناه واسلوبه ولاشفت جو الصداقه غبش وغيوم عطيت الدروب اللي الارض موسومه ولامثل عز النفس مامعك مطعوم وعن اهل الشماته خل الاسرار مكتومه راجح العجمي,2020-03-07 18:32:57,pos,0.7156124711036682
الذ عشره شريف اقصى القوم يبادلك فعل الطيب معناه واسلوبه ولاشفت جو الصداقه غبش وغيوم عطيت الدروب اللي الارض موسومه ولامثل عز النفس مامعك مطعوم وعن اهل الشماته خل الاسرار مكتومه,2020-03-07 17:37:10,pos,0.7362536191940308
الذ عشره شريف اقصى القوم يبادلك فعل الطيب معناه واسلوبه ولاشفت جو الصداقه غبش وغيوم عطيت الدروب اللي الارض موسومه ولامثل عز النفس مامعك مطعوم وعن اهل الشماته خل الاسرار مكتومه الشاعر راجح العجمي,2020-03-07 17:30:40,pos,0.6895581483840942
المطعوم الكورونا سيخرج للاسواق قريب جدا ان تصل دعايه الهلع لهذا المرض وتصنيفه بالجاءحه الوباء العالمي وتحصد الشركات المليارات وينتهي بصمت وللعلم لايوجد مطعوم يعطي مناعه بالعلامه الكامله,2020-03-07 13:32:38,neg,0.8554417490959167
الطبيب اراد ان يوصل معلومه ان الفايروس ممرض لحد عالي وباءي اي سيصيب الكثيرين فيمايبدو يعمل مطعوم لهذا الفايروس ويريد ان يسوقه لمصلحه دوله طبعا ربما طورت الفايروس بمختبراتها وخففت حدته يصيب ولايقتل لبيع المطعوم بالمليارات وسترون,2020-03-07 12:57:06,neg,0.6492410898208618
مثل عز النفس معك مطعوم وعن اهل الشماته خل الاسرار مكتومه معى سمحت شوى عق وبعداك اللوم ابعطيك الرجاجيل معلومه ترى اللاش وقف معاك فى حياته يوم تشوف الردى متبين يومه,2020-03-07 09:08:24,pos,0.42939212918281555
مثل عز النفس مامعك مطعوم وعن اهل الشماته خل الاسرار مكتومه معي سمحت شوي عقبن عداك اللوم ابعطيك الرياجيل معلومه,2020-03-07 03:10:17,pos,0.37160524725914
ههههه بالتوفيق و ممكن تلاقيهم اخذوا مطعوم خاص للتهدءه,2020-03-06 08:39:21,pos,0.3436450660228729
ياريت تعالجوا الكلاب عندكم وتعطوها مطعوم جيد,2020-03-05 19:09:28,neg,0.47350364923477173
مطعوم الكزاز والدفتيريا,2020-03-05 07:10:52,neg,0.6975290775299072
بخير مطعوم الكورونا قليل 😂😂صباح الخميس الونيس,2020-03-05 06:43:40,neg,0.44691479206085205
بتتخيلي سهر احاول شوي احكي الهجوم يعني اذا متنا بترتاحي تموت تخاف اعمل احتياطاتك وبوعي ارفع مناعتك غسل ايدك اعمل رياضه افكارك ومشاعرك وتوكل ع الله مابفهوا هالشي بحكوا هاد خزعبلات لازم مطعوم كوقايه شي مءسف صدقا,2020-03-04 15:57:18,neg,0.39921626448631287
مقاومه الكورونا مطعوم  مقال ساءد كراجه,2020-03-03 23:31:20,neg,0.6650286316871643
😷✌ تفادي الخروج واحد السنه او سنتين بينما وجد مطعوم الكورونا,2020-03-03 21:32:36,neg,0.8544691801071167
هسه دوله مطعوم مطعوم هسه الو فءه عمريه بدهم الان يجربوا هاي الفءات نوع مضادات يمكن تزبط الصومال بخلوها توخذ السبق بصير امريكي صيني روسي حسب الافلام الاكشن تبع هولييود دايما امريكا بتنقذ العالم,2020-03-03 10:43:32,neg,0.35226067900657654
دكتور الاشخاص الي اخذو مطعوم الانفلونزا الموسمي هاي السنه ازا اجاهم كورونا بتكون الاعراض اخف,2020-03-03 06:53:34,neg,0.43216413259506226
هههههههههه شر البليه مايضحك ياقحره مطعوم الرجال مذكور بالقران الكريم والاحاديث النبويه الشريفه يابو مطيز يامجتر كانك حيوان اما المسارح والسينما فهي موجوده اليمن عشرات السنين,2020-03-02 23:51:35,neg,0.5660859942436218
مطعوم البقر ويقال انه يكبر المءخره لذلك لقب اليماني القدم ب ابو مطيز,2020-03-02 23:30:12,pos,0.34950029850006104
القات مطعوم الرجال قل صار معاكم مسارح وسينما,2020-03-02 23:27:53,neg,0.5766562819480896
انا معك الفكره عندك مطعوم وعلاج للانفلونزا ونسب الوفاه اقل اذا الكورونا انتشر رح يكون ضرره اكبر بكثير الانفلونزا الهلع بفيد حد الموضوع لازم يتعامل معه بجديه تامه,2020-03-02 21:34:00,mixed,0.40254533290863037
شركه جلعاد تعمل مطعوم للكرونا,2020-03-02 20:17:20,pos,0.39742040634155273
عادي بيطمنوا حالهم يفرح خليهم لعاد نحكيلهم لحد يلاقوا مطعوم والله بينجلطوا خوف,2020-03-02 20:16:41,mixed,0.39353233575820923
وزاره الصحه عظم الله اجر الاردنيين بهذه الوزاره يعد لديها مخصصات للبحوث الصحيه والعلميه محاوله اختراع مطعوم واحد اعزلوا حالكوا لحالكوا وعالجوا حالكوا لحالكوا,2020-03-02 18:46:50,pos,0.589870274066925
الوفيات معظمهم الفءات الي حكيت عنهم وطبعا احنا لازم نتخذ الاجراءات الوقاءيه لحتى نحميهم العلم انه هذول الاشخاص انصابو بانفلونزا عاديه ممكن تكون خطيره عليهم الخوف انه فايروس جديد اله مطعوم علاج,2020-03-02 18:33:05,neg,0.5341442227363586
حساب ايران ستدهش العالم باكتشافها مطعوم ودواء للكورونا,2020-03-02 17:43:03,pos,0.5879959464073181
مش فاهمه ليش ناس بحاولو يقللو الكورونا ومضاعفاتها انه احنا منهول الاموراقراوا انفلونزا الخنازير والطيور والايبولا اول طلع لحتى نلاقي مطعوم وعلاج يبقى مرض مجهول وخطير ويجب فرض تعليمات للحد انتشاره الانفلونزا العاديه الي قاعدين بتقارنوا الكورونا الها علاج,2020-03-02 17:30:54,neg,0.6900478601455688
اعتقد حنظل وهى مطعوم الحمير الله يكرم الجميع,2020-03-02 11:50:29,pos,0.6164616346359253
سلامته وين مطعوم الحصبه عنه,2020-03-01 21:56:25,pos,0.4578648507595062
مهموم مزكوم مرزوم محروم مطعوم مجذوم,2020-03-01 17:47:18,neg,0.41960400342941284
نقله الى بيروت ليتمم العلاج اساس ايران ستدهش العالم باكتشافها مطعوم ودواء للكورونا الهيءه ايران بدل المطعوم اكتشفت طاعون,2020-03-01 07:57:23,neg,0.5334586501121521
احتمال لانه مش موضوع سهل او عادي انت بتواجهي فيروس خطير لحد الان يتم ايجاد مطعوم,2020-02-29 22:48:44,neg,0.6030776500701904
عرض مميز جدا نقدمه التوت الكشميري الاحمر والابيض ذوالثمره الطويله واحجام كبيره واطوال م الى متر ومثمر سنتين والان بدايه توريق الشجر الاثمار طبعا مطعوم الكشميري اصل توت بلدي يكون اكثر مقاومه,2020-02-29 15:19:51,pos,0.8807986974716187
٢٥ دينار سعر الكمامه لسسسسه مطعوم للوقايه ولسسسسسه العلاج ولسسسسسه الضراءب والله الحكومه بتعرف انو رح تستفيد منو الا ادخل الفايروس علينا تجاره 🌼🤚🏻 كلنا بنعرف واللي همو عالبلد بيبان بدون حكي,2020-02-28 14:47:53,neg,0.5258824229240417
سبحان الله اسبوعين ثلاث فجاه بقدره قادر بوجدوا مطعوم للقيروس بتصير تاخذه اي مركز صحي,2020-02-28 00:13:25,pos,0.5436882972717285
مطعوم الانفلونزا اعان عنه انقضاء فتره الوقايه والكمامات بيعت للصين قبل طرحها للاسواق اي وزاره مسءول معاليه,2020-02-27 18:15:38,neg,0.7959603667259216
مزبوط كثير ناس تعالجوا بال يلاقوا مطعوم جديد انتشار المرض سيسبب قلق للدول والمصيبه تزايد اعداد المصابين بالدول العربيه,2020-02-27 10:16:39,neg,0.45386436581611633
كان بامكان الدول العربيه الغنيه تقديم الدعم لمختبرات البحث العلمي والعلماء الحقيقيين للاسراع تصنيع مطعوم ينقذهم وينقذ بلدانهم بدلا صرف الملايين التسكع واللهو وبرامج تافهه محطات تافهه تدعمهم تروح وتدعم حكمهم بلا محطات العلماء القرني والحويني والعريفي,2020-02-27 09:01:44,neg,0.36605367064476013
نمر اليوم مرور الكرام خبر قتل الطاعون والجدري والحصبه لملايين البشر بسبب عدم توفر مطعوم الزمان سيمر احفادنا تاريخنا ويقراون مقتل الالاف بسبب تخلفنا وتاخرنا ايجاد مطعوم مختبرات وعلماء الغرب يعملون اليوم ليل نهار ونحن نتفرج وننتظر الفرج الكفار,2020-02-27 08:57:01,pos,0.487749308347702
ليا صارت المغثه مطعوم للكبد عيشتك صباحك وليلك اقتنع و ارض بالمقسوم يالعبد حيل الله اقوى فاد حيلك ﮼خلف ﮼العنزي الغاء خلفالمشيطي,2020-02-26 22:20:20,pos,0.5182987451553345
منى سلامن للشواعير يجزى لذ مطعوم البشر بامتيازى مصبوب ياقوت وملبوس بزى ومعطر بريحان المسك حازى,2020-02-26 19:28:40,pos,0.40669429302215576
خذلك مطعوم💉,2020-02-26 15:46:52,neg,0.7137877345085144
كرونا الريس فهد حقن مطعوم الكورونو متوفره بدوا يستحي,2020-02-26 12:59:30,neg,0.48306456208229065
لوقايه فيروس كورونا انه يوجد مطعوم ضد فيروس كورونا فانه ينصح القيام بالتدابير التاليه للوقايه الاصابه ومنها ياتي٤٥ غسل اليدين جيدا باستخدام مطهر يحتوي الكحول او بالماء الدافء والصابون,2020-02-26 00:11:36,neg,0.4515314996242523
الطير يختار احسن تمره او توت عذق او عنقود او شجره ولذلك يقولون الذ اللي قرمها العصفور يقول راشد الخلاوي شرب الظما يجرح الحشا وقرب الموده لاش محبته احلى الما الظما والذ مطعوم معاش واحلى اللي ينقر الطير راسها ينوشها الجريد نواش,2020-02-25 21:21:21,mixed,0.3835642635822296
يعني انه مطعوم الله يديم عليكم الصحه والعافيه,2020-02-25 21:20:04,pos,0.6614468693733215
وباء كورونا ان اصبح وباء عالمي وقد بات قاب قوسين او ادنى الكارثه الا يجدوا علاج او مطعوم امراض علاج ولكنها تختلف الوباء الوباء الصعب جدا وقف انتشاره بعكس الامراض علاج اعتقد ان العالم امام كارثه حقيقيه تفتك ان,2020-02-25 20:49:59,mixed,0.39029693603515625
بده ليطلعوله مطعوم,2020-02-25 00:34:55,neg,0.6461506485939026
١٠٠ بالاخص المضادات الحيويه مطعوم الانفلونزا اخطر المطاعيم و تاثيره مش معروف المدى البعيد يشاع انه يشكل خطر الاجنه والامهات خصوصا وكل تعاطاه عموما,2020-02-24 22:24:24,neg,0.5310835838317871
ماهيطرقالوقايهمنكورونا منظمه مكافحه الامراض والوقايه  تنصح بالاتي ١ اخذ مطعوم الانفلونزا السنوي وخاصه اننا الان موسم انتشار الانفلونزا وتناول مضاد فيروس الفلو حال تم صرفه يتبع,2020-02-24 22:19:13,neg,0.407733291387558
نفس حصل مطعوم انفلونزا الخنازيرررررررر,2020-02-24 21:14:13,neg,0.6400595307350159
😂😂😂😂😂 نفس فكره مطعوم انفلونزا الخنازير قبل شهرين,2020-02-24 21:00:53,neg,0.8345548510551453
يقولون الرواتب طولت وانته يانجمنا منجوم والحاجه اللي ورا الناس ملويه نصبر ماعندنا بيوتنا مطعوم كان مااملك ثلاث اريال ايديه لوحدني وقتي اذكر طلبت رخوم يومن الناس ماصانت مباديه,2020-02-23 19:15:29,neg,0.5370844006538391
الوقت نحارب كورونا بالدعاء والستر وعمليات امنيه ننكشف تقوم الانسانيه ببذل مجهود جبار الوقايه والعزل والبحث مطعوم فعلا عاله الكوكب,2020-02-23 14:48:54,pos,0.4284862279891968
يقولك مطعوم قت اخضر ياكل الحشايش المجففه والنهايه الحاله,2020-02-23 09:22:38,neg,0.6685783267021179
اخر تصريحات ال  انتشار للفيروس امريكا الممكن جدا غالبا انه سيحدث الفيروس يشكل خطر هاءل الصحه العامه لدينا مطعوم علاج لحد الان  كورونافيروس,2020-02-23 08:58:38,neg,0.49127161502838135
ودس الاجواء تذوقين مطعوم😭😂,2020-02-22 18:44:40,neg,0.6881911158561707
هههههههههههههه يزم عمتك ع عيني وراسي تحسسنيش انو مطعوم😂😂😂 وعكل حال امي تحبك بعد😂,2020-02-22 18:06:58,neg,0.6023925542831421
مطعوم ضد الفايروسات والامراض,2020-02-22 15:57:18,neg,0.3850230276584625
عفت البني مالي الغير مطعوم ماكني الا هوى الغيد صايم,2020-02-21 22:35:12,neg,0.36107170581817627
اللهم عافينا تبتلينا اذا الصين عندها مطعوم للكورونا,2020-02-21 21:21:47,pos,0.4567345380783081
عحد علمي الى الان اله مطعوم اصلا عنا مطعوم الانفلونزا الموسميه,2020-02-21 21:21:47,neg,0.4364282786846161
منى سلامن للشواعير يجزى لذ مطعوم البشر با امتيازى مصبوب ياقوت وملبوس بزى ومعطرن بريحان الورد حازى,2020-02-21 20:54:40,pos,0.4482024013996124
الحديث مقاومه الفيروسات وانتشارها شيء يضاهي المطاعيم تطوير مطعوم وتجربته البشر سياخذ الاقل مده عام الان يتم تجربه شيءين استخلاص بلازما المرضى تماثلوا للشفاء و معالجتها اعطاءها للمرضى وهذه محدوده التاثير ان المتشافين بلغ كورونا,2020-02-20 19:11:58,neg,0.45261821150779724
ثلاث اوجاب ماذقت مطعوم اكود بن محرقات الدلالي عقب الرفاقه كني السيف مثلوم معاد يقطع بايدات الحبالي 👋,2020-02-19 23:55:04,neg,0.41337108612060547
بيجوز مفلوز او عنده مطعوم,2020-02-19 14:46:22,neg,0.5916532874107361
صحيح صحيح دكتور واصلا مطعوم ال  موجود,2020-02-17 21:57:09,mixed,0.4214920699596405
عزيزي المواطنارجو المعذره الشيء يستخدم قبل نزلات البرد والانفلونزا للوقايه الاطعمه الغنيه بالفيتامينات او المكملات الغذاءيه او مطعوم الانفلونزا مثلا فيش اشي اسمه توخذ مضاد حيوي احتياط بلاش تفلوزهذا رجس عمل الشيطان وشكرا فيالاعادهافاده,2020-02-17 20:25:23,neg,0.6599937081336975
عودتي الصين ب ٢٥ يوما اصبت باوسخ انفلونزا عرفها التاريخ ومازلت اعاني رغم اني اخذت مطعوم الانفلونزا بدايه السنه معقول تاثرت بالفيروس المنتشر عندهم توهمت,2020-02-17 16:48:56,neg,0.4642738103866577
